miRNA	CellType	pvalue	OddsRatio	Total_Targets	Total_Markers	Number_of_Markers_Targeted	Markers_Targeted	FDR	FDR.bonf
hsa-miR-345-5p	Inhibitory Neuron	1	0	37	504	0		1	1
hsa-miR-345-5p	Purkinje Cell	1	0	37	215	0		1	1
hsa-miR-345-5p	Endothelial cell	1	0	37	47	0		1	1
hsa-miR-345-5p	Pericyte	1	0	37	59	0		1	1
hsa-miR-345-5p	Astrocyte	1	0	37	136	0		1	1
hsa-miR-345-5p	Cerebellar Astrocyte	0.266943528567268	3.31210310136652	37	169	1	SAMD4A	1	1
hsa-miR-345-5p	Oligodendrocyte	1	0	37	139	0		1	1
hsa-miR-345-5p	Oligodendrocyte Precursor Cell	1	0	37	114	0		1	1
hsa-miR-345-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	37	157	0		1	1
hsa-miR-345-5p	Microglia	1	0	37	62	0		1	1
hsa-miR-299-5p	Excitatory Neuron	0.264836887040119	0	53	698	0		1	1
hsa-miR-299-5p	Granule cell	1	0	53	122	0		1	1
hsa-miR-299-5p	Inhibitory Neuron	1	0.752531918134667	53	504	1	ROBO1	1	1
hsa-miR-299-5p	Purkinje Cell	1	0	53	215	0		1	1
hsa-miR-299-5p	Endothelial cell	1	0	53	47	0		1	1
hsa-miR-299-5p	Pericyte	1	0	53	59	0		1	1
hsa-miR-299-5p	Astrocyte	1	0	53	136	0		1	1
hsa-miR-299-5p	Cerebellar Astrocyte	1	0	53	169	0		1	1
hsa-miR-299-5p	Oligodendrocyte	1	0	53	139	0		1	1
hsa-miR-299-5p	Oligodendrocyte Precursor Cell	1	0	53	114	0		1	1
hsa-miR-299-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.338518383685918	2.4690021951368	53	157	1	ROBO1	1	1
hsa-miR-299-5p	Microglia	1	0	53	62	0		1	1
hsa-miR-28-5p	Excitatory Neuron	0.0471548852935148	2.41158413834245	76	698	6	TSC22D1, TUBB2A, PRDM2, MORF4L1, MAPK1, NUDCD3	1	1
hsa-miR-28-5p	Granule cell	1	0	76	122	0		1	1
hsa-miR-28-5p	Inhibitory Neuron	1	0.521150987892845	76	504	1	IGF1	1	1
hsa-miR-28-5p	Purkinje Cell	0.556557346723881	1.24291097832079	76	215	1	NOS1AP	1	1
hsa-miR-28-5p	Endothelial cell	1	0	76	47	0		1	1
hsa-miR-28-5p	Pericyte	1	0	76	59	0		1	1
hsa-miR-28-5p	Astrocyte	0.401528153525586	1.97797959495369	76	136	1	MSI2	1	1
hsa-miR-28-5p	Cerebellar Astrocyte	0.132669263795865	3.23573716911613	76	169	2	MSI2, NOS1AP	1	1
hsa-miR-28-5p	Oligodendrocyte	1	0	76	139	0		1	1
hsa-miR-28-5p	Oligodendrocyte Precursor Cell	1	0	76	114	0		1	1
hsa-miR-28-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	76	157	0		1	1
hsa-miR-28-5p	Microglia	1	0	76	62	0		1	1
hsa-miR-208b-3p	Excitatory Neuron	0.0931819955661613	2.44246879598943	50	698	4	EIF4A2, TUBB2A, MAPK10, CACNA1C	1	1
hsa-miR-208b-3p	Granule cell	0.261163061458702	3.38431141296788	50	122	1	DGKG	1	1
hsa-miR-208b-3p	Inhibitory Neuron	0.637778142439987	0	50	504	0		1	1
hsa-miR-208b-3p	Purkinje Cell	1	0	50	215	0		1	1
hsa-miR-208b-3p	Endothelial cell	1	0	50	47	0		1	1
hsa-miR-208b-3p	Pericyte	1	0	50	59	0		1	1
hsa-miR-208b-3p	Astrocyte	0.00461908868649721	9.61923361093884	50	136	3	CACNB2, MAPK10, DGKG	0.58911669501301	1
hsa-miR-208b-3p	Cerebellar Astrocyte	0.0654310424928525	4.99387412830556	50	169	2	DGKG, CACNB2	1	1
hsa-miR-208b-3p	Oligodendrocyte	0.291779862413854	2.96489519300372	50	139	1	QKI	1	1
hsa-miR-208b-3p	Oligodendrocyte Precursor Cell	0.00281367797268817	11.5400467013221	50	114	3	QKI, DGKG, ASAP1	0.497607606227255	1
hsa-miR-208b-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.322842373216481	2.62051525587273	50	157	1	QKI	1	1
hsa-miR-208b-3p	Microglia	0.142377286158941	6.73155842623655	50	62	1	QKI	1	1
hsa-miR-208a-3p	Excitatory Neuron	0.115289692402614	2.24672953871298	54	698	4	EIF4A2, TUBB2A, MAPK10, CACNA1C	1	1
hsa-miR-208a-3p	Granule cell	0.278861992082906	3.12826480240515	54	122	1	DGKG	1	1
hsa-miR-208a-3p	Inhibitory Neuron	0.646356401084081	0	54	504	0		1	1
hsa-miR-208a-3p	Purkinje Cell	1	0	54	215	0		1	1
hsa-miR-208a-3p	Endothelial cell	1	0	54	47	0		1	1
hsa-miR-208a-3p	Pericyte	1	0	54	59	0		1	1
hsa-miR-208a-3p	Astrocyte	0.0057327531277181	8.86547922831439	54	136	3	CACNB2, MAPK10, DGKG	0.620137944758336	1
hsa-miR-208a-3p	Cerebellar Astrocyte	0.0748212829091759	4.60926024546072	54	169	2	DGKG, CACNB2	1	1
hsa-miR-208a-3p	Oligodendrocyte	0.311084982168453	2.74056985563981	54	139	1	QKI	1	1
hsa-miR-208a-3p	Oligodendrocyte Precursor Cell	0.00350318650631037	10.6343803620752	54	114	3	QKI, DGKG, ASAP1	0.543412818950321	1
hsa-miR-208a-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.34366316788097	2.42235452155516	54	157	1	QKI	1	1
hsa-miR-208a-3p	Microglia	0.152864598289981	6.22288098694496	54	62	1	QKI	1	1
hsa-miR-125a-5p	Excitatory Neuron	0.790994046658458	1.06685093775934	109	698	4	MEG3, NTRK3, NEGR1, GALNT14	1	1
hsa-miR-125a-5p	Granule cell	1	0	109	122	0		1	1
hsa-miR-125a-5p	Inhibitory Neuron	0.118588478754396	0	109	504	0		1	1
hsa-miR-125a-5p	Purkinje Cell	1	0.861722712981756	109	215	1	GALNT14	1	1
hsa-miR-125a-5p	Endothelial cell	1	0	109	47	0		1	1
hsa-miR-125a-5p	Pericyte	1	0	109	59	0		1	1
hsa-miR-125a-5p	Astrocyte	1	0	109	136	0		1	1
hsa-miR-125a-5p	Cerebellar Astrocyte	1	0	109	169	0		1	1
hsa-miR-125a-5p	Oligodendrocyte	1	0	109	139	0		1	1
hsa-miR-125a-5p	Oligodendrocyte Precursor Cell	1	0	109	114	0		1	1
hsa-miR-125a-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	109	157	0		1	1
hsa-miR-125a-5p	Microglia	1	0	109	62	0		1	1
hsa-miR-503-5p	Excitatory Neuron	1	0.987980856566198	176	698	6	PTPRD, RTN4, DYNLL2, HSPA8, TLL1, KIAA1456	1	1
hsa-miR-503-5p	Granule cell	1	0.941773661015603	176	122	1	KIAA1456	1	1
hsa-miR-503-5p	Inhibitory Neuron	0.629112766775817	1.1463768740887	176	504	5	EXT1, KIAA1456, SLC25A12, CA8, LANCL1	1	1
hsa-miR-503-5p	Purkinje Cell	1	0.530025430513688	176	215	1	JARID2	1	1
hsa-miR-503-5p	Endothelial cell	1	0	176	47	0		1	1
hsa-miR-503-5p	Pericyte	1	0	176	59	0		1	1
hsa-miR-503-5p	Astrocyte	1	0.843519717617231	176	136	1	ZNRF3	1	1
hsa-miR-503-5p	Cerebellar Astrocyte	1	0.676711371828299	176	169	1	ZNF704	1	1
hsa-miR-503-5p	Oligodendrocyte	1	0.825058852483464	176	139	1	ANK3	1	1
hsa-miR-503-5p	Oligodendrocyte Precursor Cell	1	1.00885018731621	176	114	1	CASK	1	1
hsa-miR-503-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0.729203809714757	176	157	1	AKT3	1	1
hsa-miR-503-5p	Microglia	1	0	176	62	0		1	1
hsa-miR-424-5p	Excitatory Neuron	0.00888733055392316	1.91169888394028	333	698	21	ITPR1, PDE4D, GNAL, PTPRD, PHYHIP, RIMS3, APP, RTN4, TUBB2A, DYNLL2, CLU, NUCKS1, GNB1, NEGR1, HSPA8, GABARAPL1, DNAJA1, TLL1, FGFR1, KIAA1456, MAP2K1	0.701174563370518	1
hsa-miR-424-5p	Granule cell	0.456622612566505	1.51153867866939	333	122	3	NFIA, RUNX1T1, KIAA1456	1	1
hsa-miR-424-5p	Inhibitory Neuron	0.370614604856217	1.34516225883642	333	504	11	GNAL, EXT1, PRICKLE2, ZBTB16, KIAA1456, SLC25A12, OSBPL3, CA8, LANCL1, PPIP5K2, RUNX1T1	1	1
hsa-miR-424-5p	Purkinje Cell	0.590584955649255	0.558654287294477	333	215	2	NFIA, JARID2	1	1
hsa-miR-424-5p	Endothelial cell	1	0	333	47	0		1	1
hsa-miR-424-5p	Pericyte	0.624779445696715	1.03075318631205	333	59	1	TXNIP	1	1
hsa-miR-424-5p	Astrocyte	1	0.89155901089461	333	136	2	CLU, NFIA	1	1
hsa-miR-424-5p	Cerebellar Astrocyte	1	0.714194585363568	333	169	2	NFIA, ZNF704	1	1
hsa-miR-424-5p	Oligodendrocyte	0.178770797222273	0	333	139	0		1	1
hsa-miR-424-5p	Oligodendrocyte Precursor Cell	0.712166844473043	1.06783849388869	333	114	2	CASK, ABHD2	1	1
hsa-miR-424-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.33239359163648	1.56959280756656	333	157	4	NFIA, AKT3, ANKRD36, HNRNPA2B1	1	1
hsa-miR-424-5p	Microglia	0.628643114763796	0	333	62	0		1	1
hsa-miR-335-5p	Excitatory Neuron	0.0109720691624261	2.82017976693824	88	698	8	NCDN, CALM3, HSP90AB1, ALDOA, MAPK1, NPTXR, RPL23, PTPRN2	0.741532809798398	1
hsa-miR-335-5p	Granule cell	0.0988085705240926	3.88145146191995	88	122	2	GRM4, AKAP12	1	1
hsa-miR-335-5p	Inhibitory Neuron	1	0.910269814665954	88	504	2	NPTXR, PTPRN2	1	1
hsa-miR-335-5p	Purkinje Cell	1	0	88	215	0		1	1
hsa-miR-335-5p	Endothelial cell	1	0	88	47	0		1	1
hsa-miR-335-5p	Pericyte	1	0	88	59	0		1	1
hsa-miR-335-5p	Astrocyte	1	0	88	136	0		1	1
hsa-miR-335-5p	Cerebellar Astrocyte	1	0	88	169	0		1	1
hsa-miR-335-5p	Oligodendrocyte	1	0	88	139	0		1	1
hsa-miR-335-5p	Oligodendrocyte Precursor Cell	1	0	88	114	0		1	1
hsa-miR-335-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	88	157	0		1	1
hsa-miR-335-5p	Microglia	1	0	88	62	0		1	1
hsa-miR-378a-3p	Excitatory Neuron	1	0.608049853999729	47	698	1	CACNG8	1	1
hsa-miR-378a-3p	Granule cell	1	0	47	122	0		1	1
hsa-miR-378a-3p	Inhibitory Neuron	0.111699460848132	2.67946119746065	47	504	3	CELF4, KCNJ6, CACNG8	1	1
hsa-miR-378a-3p	Purkinje Cell	1	0	47	215	0		1	1
hsa-miR-378a-3p	Endothelial cell	0.0053385987141207	19.8799229444051	47	47	2	ESYT2, IGF1R	0.620137944758336	1
hsa-miR-378a-3p	Pericyte	1	0	47	59	0		1	1
hsa-miR-378a-3p	Astrocyte	1	0	47	136	0		1	1
hsa-miR-378a-3p	Cerebellar Astrocyte	1	0	47	169	0		1	1
hsa-miR-378a-3p	Oligodendrocyte	1	0	47	139	0		1	1
hsa-miR-378a-3p	Oligodendrocyte Precursor Cell	1	0	47	114	0		1	1
hsa-miR-378a-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.30679728928137	2.79179321194045	47	157	1	IGF1R	1	1
hsa-miR-378a-3p	Microglia	1	0	47	62	0		1	1
hsa-miR-29a-3p	Excitatory Neuron	0.676158704509356	1.15430180266537	177	698	7	TESPA1, LAMA2, HECW1, MORF4L1, PTEN, RASGRP1, CACNA1C	1	1
hsa-miR-29a-3p	Granule cell	0.630363721288047	0	177	122	0		1	1
hsa-miR-29a-3p	Inhibitory Neuron	0.333326912581274	0.445316931158525	177	504	2	ROBO1, SGK1	1	1
hsa-miR-29a-3p	Purkinje Cell	0.120090476670432	2.17521817529483	177	215	4	ADAM12, SGK1, HECW1, CPEB4	1	1
hsa-miR-29a-3p	Endothelial cell	1	0	177	47	0		1	1
hsa-miR-29a-3p	Pericyte	0.0149430361030168	6.15789865349316	177	59	3	ITIH5, LAMA2, PTEN	0.780614071795537	1
hsa-miR-29a-3p	Astrocyte	1	0.838685102273488	177	136	1	GLUL	1	1
hsa-miR-29a-3p	Cerebellar Astrocyte	1	0.672832725668422	177	169	1	LAMA2	1	1
hsa-miR-29a-3p	Oligodendrocyte	0.0339038959549277	3.4124821103633	177	139	4	ENPP2, QKI, SGK1, AGAP1	0.989959715884123	1
hsa-miR-29a-3p	Oligodendrocyte Precursor Cell	0.0784142375328031	3.09857327818656	177	114	3	AGAP1, QKI, SGK1	1	1
hsa-miR-29a-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.158770288644588	2.22869394732052	177	157	3	QKI, AKT3, ROBO1	1	1
hsa-miR-29a-3p	Microglia	0.102402230631289	3.80944765020627	177	62	2	NAV3, QKI	1	1
hsa-miR-140-5p	Excitatory Neuron	1	0.917659391238378	63	698	2	MEG3, SIRPA	1	1
hsa-miR-140-5p	Granule cell	0.31716189382101	2.67301369067455	63	122	1	CNKSR2	1	1
hsa-miR-140-5p	Inhibitory Neuron	0.410704798392022	0	63	504	0		1	1
hsa-miR-140-5p	Purkinje Cell	1	0	63	215	0		1	1
hsa-miR-140-5p	Endothelial cell	1	0	63	47	0		1	1
hsa-miR-140-5p	Pericyte	1	0	63	59	0		1	1
hsa-miR-140-5p	Astrocyte	0.346507360442325	2.39436841792481	63	136	1	DST	1	1
hsa-miR-140-5p	Cerebellar Astrocyte	1	0	63	169	0		1	1
hsa-miR-140-5p	Oligodendrocyte	0.352632294813665	2.34175640783314	63	139	1	DST	1	1
hsa-miR-140-5p	Oligodendrocyte Precursor Cell	1	0	63	114	0		1	1
hsa-miR-140-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	63	157	0		1	1
hsa-miR-140-5p	Microglia	1	0	63	62	0		1	1
hsa-miR-302c-3p	Excitatory Neuron	0.435000639935151	0.748935616665361	458	698	12	CAMK2A, DIAPH2, SATB2, MAP1B, TMEM30A, SERINC1, DPYSL2, KCNB1, BLCAP, HIVEP2, COX6C, SORCS2	1	1
hsa-miR-302c-3p	Granule cell	0.35930561436184	1.46809205544804	458	122	4	ABLIM1, RABGAP1L, GLCE, KCND3	1	1
hsa-miR-302c-3p	Inhibitory Neuron	0.223595987922961	0.602237094252776	458	504	7	ELAVL2, KCND3, NR2F2, FBXL7, NFIB, GPR155, OSBPL8	1	1
hsa-miR-302c-3p	Purkinje Cell	0.248243058659775	0.402944339008285	458	215	2	NFIB, GLCE	1	1
hsa-miR-302c-3p	Endothelial cell	1	0.938781219963196	458	47	1	IGF1R	1	1
hsa-miR-302c-3p	Pericyte	0.387081395982719	1.51762545708886	458	59	2	COLEC12, PARD3	1	1
hsa-miR-302c-3p	Astrocyte	0.23955666280824	1.655565394676	458	136	5	FBXL7, PARD3, ABLIM1, PSD3, NFIB	1	1
hsa-miR-302c-3p	Cerebellar Astrocyte	1	0.77910225393358	458	169	3	COLEC12, PSD3, PARD3	1	1
hsa-miR-302c-3p	Oligodendrocyte	1	0.952410086350808	458	139	3	HIP1, MYO1D, FBXL7	1	1
hsa-miR-302c-3p	Oligodendrocyte Precursor Cell	1	0.770254131535285	458	114	2	KIF13A, HIP1	1	1
hsa-miR-302c-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.783412740521758	1.13027878811038	458	157	4	CADM2, IGF1R, PARD3, NFIB	1	1
hsa-miR-302c-3p	Microglia	0.652400815009687	1.44153410597535	458	62	2	DIAPH2, MBNL1	1	1
hsa-miR-18b-5p	Excitatory Neuron	0.0852515962656663	2.23060723537857	68	698	5	PDE4D, ITM2C, GNAS, TOMM20, RORA	1	1
hsa-miR-18b-5p	Granule cell	1	0	68	122	0		1	1
hsa-miR-18b-5p	Inhibitory Neuron	0.0271385889394368	3.12844235516316	68	504	5	IGF1, GNAS, ITM2C, RORA, AHI1	0.908982059676551	1
hsa-miR-18b-5p	Purkinje Cell	0.51685728698317	1.39184150871988	68	215	1	RORA	1	1
hsa-miR-18b-5p	Endothelial cell	1	0	68	47	0		1	1
hsa-miR-18b-5p	Pericyte	0.0168250251338935	10.6897866578396	68	59	2	TXNIP, RORA	0.792587861752994	1
hsa-miR-18b-5p	Astrocyte	0.368239484763865	2.21497666714438	68	136	1	RORA	1	1
hsa-miR-18b-5p	Cerebellar Astrocyte	0.0192901567185199	5.56084594259263	68	169	3	RORA, CRB1, RPS6KA5	0.831113083172535	1
hsa-miR-18b-5p	Oligodendrocyte	0.374629081383036	2.16662091131878	68	139	1	PCDH9	1	1
hsa-miR-18b-5p	Oligodendrocyte Precursor Cell	1	0	68	114	0		1	1
hsa-miR-18b-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.411650989815379	1.91486706231325	68	157	1	CRB1	1	1
hsa-miR-18b-5p	Microglia	1	0	68	62	0		1	1
hsa-miR-18a-5p	Excitatory Neuron	0.205527605350756	1.84791090796966	81	698	5	ITM2C, GNAS, TOMM20, RORA, PTEN	1	1
hsa-miR-18a-5p	Granule cell	1	0	81	122	0		1	1
hsa-miR-18a-5p	Inhibitory Neuron	0.143326799272198	2.04225108124902	81	504	4	GNAS, ITM2C, RORA, AHI1	1	1
hsa-miR-18a-5p	Purkinje Cell	0.212701966376354	2.37034626722666	81	215	2	RORA, EXPH5	1	1
hsa-miR-18a-5p	Endothelial cell	1	0	81	47	0		1	1
hsa-miR-18a-5p	Pericyte	0.0017084296303927	13.8020110098863	81	59	3	TXNIP, RORA, PTEN	0.431062110802561	1
hsa-miR-18a-5p	Astrocyte	0.42144320240669	1.85394889218229	81	136	1	RORA	1	1
hsa-miR-18a-5p	Cerebellar Astrocyte	0.0303773668363753	4.63117892057132	81	169	3	RORA, CRB1, RPS6KA5	0.955735234055261	1
hsa-miR-18a-5p	Oligodendrocyte	0.428408855844254	1.81343282924675	81	139	1	PCDH9	1	1
hsa-miR-18a-5p	Oligodendrocyte Precursor Cell	1	0	81	114	0		1	1
hsa-miR-18a-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.468496771929015	1.60265696083915	81	157	1	CRB1	1	1
hsa-miR-18a-5p	Microglia	0.220426934288159	4.11761699798809	81	62	1	ATM	1	1
hsa-miR-135a-5p	Excitatory Neuron	0.528346344069667	0.358011126699404	79	698	1	PTPRD	1	1
hsa-miR-135a-5p	Granule cell	1	0	79	122	0		1	1
hsa-miR-135a-5p	Inhibitory Neuron	0.0471735481773158	2.66190646691016	79	504	5	NR3C2, NHS, EGFR, PPM1E, SNED1	1	1
hsa-miR-135a-5p	Purkinje Cell	1	0	79	215	0		1	1
hsa-miR-135a-5p	Endothelial cell	0.168086066721451	5.60457540564915	79	47	1	NR3C2	1	1
hsa-miR-135a-5p	Pericyte	1	0	79	59	0		1	1
hsa-miR-135a-5p	Astrocyte	0.41355737473295	1.90163783912925	79	136	1	APC	1	1
hsa-miR-135a-5p	Cerebellar Astrocyte	0.141188763785178	3.10919814472424	79	169	2	SNED1, APC	1	1
hsa-miR-135a-5p	Oligodendrocyte	0.42044432157244	1.86005016369404	79	139	1	TTLL7	1	1
hsa-miR-135a-5p	Oligodendrocyte Precursor Cell	1	0	79	114	0		1	1
hsa-miR-135a-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.460120469816716	1.64391906026653	79	157	1	KIAA1958	1	1
hsa-miR-135a-5p	Microglia	0.215609610379485	4.22360971868019	79	62	1	MBNL1	1	1
hsa-miR-330-3p	Excitatory Neuron	1	0.784004659902357	110	698	3	GUCY1A2, NEGR1, BCL11B	1	1
hsa-miR-330-3p	Granule cell	0.486695327530679	1.51694586385401	110	122	1	SH3GL2	1	1
hsa-miR-330-3p	Inhibitory Neuron	0.201971418097267	1.8732386313681	110	504	5	ROBO1, RIMBP2, ZBTB16, BCL11B, COL19A1	1	1
hsa-miR-330-3p	Purkinje Cell	0.634353822436007	0	110	215	0		1	1
hsa-miR-330-3p	Endothelial cell	1	0	110	47	0		1	1
hsa-miR-330-3p	Pericyte	1	0	110	59	0		1	1
hsa-miR-330-3p	Astrocyte	1	0	110	136	0		1	1
hsa-miR-330-3p	Cerebellar Astrocyte	1	0	110	169	0		1	1
hsa-miR-330-3p	Oligodendrocyte	0.174752363854683	2.70204279102922	110	139	2	BCAS1, SLCO3A1	1	1
hsa-miR-330-3p	Oligodendrocyte Precursor Cell	0.463683824108589	1.62500527674066	110	114	1	BCAS1	1	1
hsa-miR-330-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.210117784180892	2.38606499620796	110	157	2	BBX, ROBO1	1	1
hsa-miR-330-3p	Microglia	1	0	110	62	0		1	1
hsa-miR-34c-5p	Excitatory Neuron	0.151250623084005	1.73112756145353	138	698	8	MAST3, SATB2, GRM7, VAV3, MOAP1, ATP6V1E1, SNCA, UST	1	1
hsa-miR-34c-5p	Granule cell	0.567088558268854	1.20526994609661	138	122	1	FOXN3	1	1
hsa-miR-34c-5p	Inhibitory Neuron	0.589276736363539	0.574155214489801	138	504	2	GRM7, GABBR2	1	1
hsa-miR-34c-5p	Purkinje Cell	0.659993807911366	1.37305265722313	138	215	2	VAV3, JARID2	1	1
hsa-miR-34c-5p	Endothelial cell	0.275254841413701	3.18193931438484	138	47	1	TJP1	1	1
hsa-miR-34c-5p	Pericyte	0.0613775448418943	5.17092109589614	138	59	2	CYTH3, TJP1	1	1
hsa-miR-34c-5p	Astrocyte	0.606872954872026	1.07951947961248	138	136	1	MKLN1	1	1
hsa-miR-34c-5p	Cerebellar Astrocyte	1	0.86605541315817	138	169	1	SSBP2	1	1
hsa-miR-34c-5p	Oligodendrocyte	0.614913938121184	1.05593889891608	138	139	1	TJP1	1	1
hsa-miR-34c-5p	Oligodendrocyte Precursor Cell	1	0	138	114	0		1	1
hsa-miR-34c-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.0226376490976171	3.89139164008765	138	157	4	TPCN2, ZNF644, MKLN1, SSBP2	0.879096172187357	1
hsa-miR-34c-5p	Microglia	1	0	138	62	0		1	1
hsa-miR-199a-3p	Excitatory Neuron	0.578844723537456	1.20527878227016	97	698	4	GNAS, PKM, MAPK1, ETS2	1	1
hsa-miR-199a-3p	Granule cell	1	0	97	122	0		1	1
hsa-miR-199a-3p	Inhibitory Neuron	1	0.82365949344054	97	504	2	GNAS, GOLIM4	1	1
hsa-miR-199a-3p	Purkinje Cell	1	0.970017011685498	97	215	1	UNC5C	1	1
hsa-miR-199a-3p	Endothelial cell	0.0014851611002364	14.5708683560024	97	47	3	FLT1, HLA-B, ARL15	0.431062110802561	1
hsa-miR-199a-3p	Pericyte	1	0	97	59	0		1	1
hsa-miR-199a-3p	Astrocyte	1	0	97	136	0		1	1
hsa-miR-199a-3p	Cerebellar Astrocyte	1	0	97	169	0		1	1
hsa-miR-199a-3p	Oligodendrocyte	0.143463357545558	3.07377307704649	97	139	2	COL4A5, UNC5C	1	1
hsa-miR-199a-3p	Oligodendrocyte Precursor Cell	1	0	97	114	0		1	1
hsa-miR-199a-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.0397852282766594	4.1412155894791	97	157	3	ATF7IP, ARL15, WNK2	1	1
hsa-miR-199a-3p	Microglia	1	0	97	62	0		1	1
hsa-miR-29c-3p	Excitatory Neuron	0.635735159261546	0.620503941408395	138	698	3	TESPA1, HECW1, GAPDH	1	1
hsa-miR-29c-3p	Granule cell	1	0	138	122	0		1	1
hsa-miR-29c-3p	Inhibitory Neuron	0.589276736363539	0.574155214489801	138	504	2	COL21A1, SGK1	1	1
hsa-miR-29c-3p	Purkinje Cell	0.18148587662356	2.08469279114646	138	215	3	ADAM12, SGK1, HECW1	1	1
hsa-miR-29c-3p	Endothelial cell	1	0	138	47	0		1	1
hsa-miR-29c-3p	Pericyte	1	0	138	59	0		1	1
hsa-miR-29c-3p	Astrocyte	1	0	138	136	0		1	1
hsa-miR-29c-3p	Cerebellar Astrocyte	0.633625111640206	0	138	169	0		1	1
hsa-miR-29c-3p	Oligodendrocyte	0.0151852032784587	4.41426506758527	138	139	4	ENPP2, CREB5, SGK1, AGAP1	0.780614071795537	1
hsa-miR-29c-3p	Oligodendrocyte Precursor Cell	0.182568142605762	2.6243608285365	138	114	2	AGAP1, SGK1	1	1
hsa-miR-29c-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.290335739801066	1.89234433302353	138	157	2	LRP6, CREB5	1	1
hsa-miR-29c-3p	Microglia	1	0	138	62	0		1	1
hsa-miR-150-5p	Excitatory Neuron	0.03510570467836	0.501561832027868	505	698	9	FAM153B, ALDOA, SERINC3, SERINC1, TMOD2, PGM2L1, ATP9A, BCL11B, XKR4	0.993694244028749	1
hsa-miR-150-5p	Granule cell	0.772554185691084	0.649910639075885	505	122	2	CAMK4, RABGAP1L	1	1
hsa-miR-150-5p	Inhibitory Neuron	0.112333282847998	0.544070162612579	505	504	7	KIF3A, ATCAY, NR2F2, PGM2L1, XKR4, BCL11B, AHI1	1	1
hsa-miR-150-5p	Purkinje Cell	0.383008420074717	0.550318379206384	505	215	3	XKR4, PPP2R3A, PTPN4	1	1
hsa-miR-150-5p	Endothelial cell	0.328340518572982	1.73962874352705	505	47	2	SLC2A1, RUNDC3B	1	1
hsa-miR-150-5p	Pericyte	0.0595616025192495	2.85640740363891	505	59	4	NOTCH3, PARD3, ZEB1, ARHGAP29	1	1
hsa-miR-150-5p	Astrocyte	1	0.880737628283619	505	136	3	ZHX3, PRKCA, PARD3	1	1
hsa-miR-150-5p	Cerebellar Astrocyte	1	0.946908601621041	505	169	4	PIK3C2A, PRKCA, PARD3, ZHX3	1	1
hsa-miR-150-5p	Oligodendrocyte	0.27000663081519	0.281755542170107	505	139	1	HIP1	1	1
hsa-miR-150-5p	Oligodendrocyte Precursor Cell	0.212096891533061	1.80034344511847	505	114	5	ZEB1, HIP1, ABHD2, PRKCA, XKR4	1	1
hsa-miR-150-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.444954172186531	0.502261709783089	505	157	2	ZEB1, PARD3	1	1
hsa-miR-150-5p	Microglia	0.409616394973577	0	505	62	0		1	1
hsa-miR-203a-3p	Excitatory Neuron	0.0509606195798683	1.73368645399927	242	698	14	ARPP19, CELF2, SATB2, GLIS3, HTR2A, NCALD, SLC12A5, PRNP, GNAS, SERINC1, EYA4, FBXW7, DLC1, MCTP1	1	1
hsa-miR-203a-3p	Granule cell	0.659145632813217	1.38029712526809	242	122	2	MCTP1, FOXN3	1	1
hsa-miR-203a-3p	Inhibitory Neuron	0.00114720275481746	2.63578121185087	242	504	15	WIF1, GNAS, PRNP, NR2F2, EXT1, PRICKLE2, CIT, NETO2, ZEB2, MCTP1, GABRB1, EYA4, TRPS1, SRGAP1, NCALD	0.396626232432223	1
hsa-miR-203a-3p	Purkinje Cell	1	0.774030332590402	242	215	2	CPEB4, SLC12A5	1	1
hsa-miR-203a-3p	Endothelial cell	0.108528054450871	3.69455800332492	242	47	2	IGF1R, DLC1	1	1
hsa-miR-203a-3p	Pericyte	0.508722592127855	1.42639444571555	242	59	1	DLC1	1	1
hsa-miR-203a-3p	Astrocyte	0.080637337150231	2.52892328835522	242	136	4	MSI2, GLIS3, GABRB1, TRPS1	1	1
hsa-miR-203a-3p	Cerebellar Astrocyte	0.016211289725104	3.09322182849245	242	169	6	GABRB1, MSI2, TRPS1, SRGAP1, ZCCHC11, ZNF704	0.784495320507522	1
hsa-miR-203a-3p	Oligodendrocyte	0.231933712580437	1.83309815805546	242	139	3	SLC44A1, ZEB2, DLC1	1	1
